"Data Source","World Development Indicators",

"Last Updated Date","2024-06-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Armenia","ARM","Agricultural land (% of land area)","AG.LND.AGRI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.0958904109589","41.4822620302072","42.1496311907271","43.6951176677204","45.8728486125746","46.7860906217071","46.6455918510713","46.4699683877766","46.4699683877766","46.6455918510713","48.8584474885845","50.7200561995083","52.8626624517035","56.3751317175975","61.6930101861609","61.5349490691956","61.4260625219529","61.3382507903056","60.9413417632596","59.6452406041447","59.1148577449947","59.1148577449947","59.0340709518792","58.8935721812434","58.8970846505093","58.872497365648","58.9146469968388","58.9041095890411","58.8689848963822","58.8275377590446","","",
"American Samoa","ASM","Agricultural land (% of land area)","AG.LND.AGRI.ZS","","9.65","9.65","9.65","9.65","9.65","9.65","9.65","9.65","9.65","9.65","9.65","9.65","9.65","9.65","9.65","9.65","9.65","9.65","9.65","9.65","9.65","9.65","9.65","9.65","9.65","9.65","9.65","9.65","9.65","9.65","9.82","9.99","10.16","10.33","10.5","10.67","10.84","11.01","11.18","11.35","11.5","11.65","11.8","11.95","12.1","12.25","12.4","12.55","12.7","12.85","13","13.15","13.3","13.45","13.6","13.75","13.9","14.05","14.2","14.35","14.5","","",
"Antigua and Barbuda","ATG","Agricultural land (% of land area)","AG.LND.AGRI.ZS","","22.7272727272727","20.4545454545455","20.4545454545455","20.4545454545455","20.4545454545455","20.4545454545455","20.4545454545455","20.4545454545455","20.4545454545455","20.4545454545455","22.7272727272727","20.4545454545455","20.4545454545455","20.4545454545455","20.4545454545455","20.4545454545455","20.4545454545455","20.4545454545455","20.4545454545455","20.4545454545455","20.4545454545455","20.4545454545455","20.4545454545455","20.4545454545455","20.4545454545455","20.4545454545455","20.4545454545455","20.4545454545455","20.4545454545455","20.4545454545455","20.4545454545455","20.4545454545455","20.4545454545455","20.4545454545455","20.4545454545455","20.4545454545455","20.4545454545455","20.4545454545455","20.4545454545455","20.4545454545455","20.4545454545455","20.4545454545455","20.4545454545455","20.4545454545455","20.4545454545455","20.4545454545455","20.4545454545455","20.4545454545455","20.4545454545455","20.4545454545455","20.4545454545455","20.4545454545455","20.4545454545455","20.4545454545455","20.4545454545455","20.4545454545455","20.4545454545455","20.4545454545455","20.4545454545455","20.4545454545455","20.4545454545455","","",
"Australia","AUS","Agricultural land (% of land area)","AG.LND.AGRI.ZS","","61.7633318797756","62.0377922627338","62.3992265597542","62.7291058146649","63.2960429819195","63.3961867800008","63.7283839344988","66.8510161149656","66.5019615089231","64.2297877588743","65.0242982830663","65.0605938325762","64.8109290186533","65.1311456204522","65.0257084466892","65.1812608203273","63.9795373781289","64.5770146961196","64.2044700154902","64.5168764562696","64.5073740936959","63.8834723975893","62.9744998242714","63.3349387553207","63.3652682139463","60.9896775705192","61.3123673899744","61.4467021595095","60.8026242141026","60.4554625567864","60.2400322819989","60.6594379287453","59.8905275763769","61.0680395194148","60.3189149082957","60.5586868515939","60.1685693086706","60.3830883980058","59.056923056897","59.2881038230738","59.3181729429988","58.1856995951733","57.2094294677375","51.4046574593546","53.3993725837314","53.27857542663","51.8536766332999","50.6733660492301","50.0184840477461","48.9920987204353","51.5628132199992","50.3854314463116","48.3937102169923","48.7383986566523","45.3144240657095","44.5399257932247","48.3406179391109","46.6580950127535","47.1237724290889","46.2524798427461","47.2592374954823","","",
"Austria","AUT","Agricultural land (% of land area)","AG.LND.AGRI.ZS","","43.0853126514784","42.7896267571498","42.2903538536112","42.1291808046534","41.9801260300533","41.2748424624333","40.8834222006786","40.7089190499273","40.6095492001939","40.4241396025206","40.2435773145904","40.0763451284537","39.0475036354823","38.8669413475521","38.6512360639845","38.5785264178381","38.5070285991275","38.5458070770722","38.0865244789142","38.0634997576345","38.2380029083859","38.0841008240427","36.6686863790596","36.7571497818711","36.8092583616093","36.6795928259816","36.6941347552109","36.9401357246728","36.9680077556956","36.6444498303442","36.8019873969947","36.5123606398449","36.3427047988366","36.2833252544838","36.1257876878333","36.0312651478429","35.9258361609307","35.8688802714493","35.811924381968","35.630150266602","35.3380998545807","35.1696558410082","34.9640087251575","34.7479398933592","34.6194861851672","34.4558894813379","34.2959282598158","34.0450799806108","33.8705768298594","33.6791080950073","33.413717886573","33.1459040232671","32.9180804653417","32.8914202617547","32.9429229277751","32.3578526417838","32.1694134755211","32.1477217644207","32.1280901599612","31.5398133785749","31.4767256422685","","",
"Azerbaijan","AZE","Agricultural land (% of land area)","AG.LND.AGRI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.4289868656645","53.5539613300167","53.9072545273201","53.9445065311174","54.3903288991432","55.1413773627985","56.3483849227362","56.7365939181428","57.3863567580655","57.4500024211903","57.4317945241957","57.5255287228379","57.5152409521966","57.5683522864747","57.5529121337899","57.5645354536543","57.5683493289119","57.5790951562538","57.6703445605885","57.691935444845","57.6870962278303","57.7045451795933","57.7005431692535","57.7017529003303","57.7355751784202","57.7956013645932","57.8253926004791","57.8278123260822","57.8382498850519","57.8415003024803","","",
"Burundi","BDI","Agricultural land (% of land area)","AG.LND.AGRI.ZS","","61.3317757009346","61.9158878504673","62.4610591900312","62.5","63.2398753894081","63.1230529595016","64.8753894080997","65.2647975077882","73.8707165109034","73.208722741433","73.9485981308411","74.2211838006231","77.8816199376947","79.0498442367601","80.2180685358256","81.5809968847352","83.4501557632399","82.5545171339564","81.7757009345794","81.3084112149533","80.8021806853583","80.2180685358256","80.2180685358256","80.2180685358256","80.2180685358256","81.0747663551402","81.2694704049844","81.4641744548287","81.2694704049844","81.0747663551402","80.880062305296","81.0747663551402","80.880062305296","80.7242990654206","79.3224299065421","77.6090342679128","76.01246105919","74.493769470405","73.481308411215","72.702492211838","72.0794392523365","71.417445482866","71.3785046728972","71.9626168224299","70.8333333333333","70.9501557632399","71.0669781931464","71.183800623053","71.3006230529595","71.3785046728972","71.690031152648","72.4299065420561","73.481308411215","74.5327102803738","75.5841121495327","76.6355140186916","77.6869158878505","78.7383177570093","79.7897196261682","80.8411214953271","81.892523364486","","",
"Belgium","BEL","Agricultural land (% of land area)","AG.LND.AGRI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.891677675033","45.7992073976222","45.8751651254954","45.9775429326288","45.947820343461","45.6737120211361","45.5746367239102","45.1420079260238","45.0891677675033","45.0330250990753","44.7721268163804","44.1116248348745","43.9894319682959","44.1380449141347","43.9663143989432","43.8573315719947","44.6103038309115","43.8243064729194","44.7159841479524","44.7959907529723","45.066357331572","45.1013870541612","","",
"Benin","BEN","Agricultural land (% of land area)","AG.LND.AGRI.ZS","","12.7882227740333","12.9655906349769","13.1429584959205","13.3203263568641","13.4976942178077","13.7637460092231","14.1184817311103","14.3845335225257","15.138346931536","15.3157147924796","15.7591344448386","16.025186236254","16.2025540971976","16.468605888613","16.8233416105002","17.0893934019156","17.355445193331","17.5328130542746","17.7101809152182","17.9762327066336","18.242284498049","18.5349414686059","18.6236253990777","18.7123093295495","18.8896771904931","19.4217807733239","19.5104647037957","19.5991486342675","19.6878325647393","20.1312522170983","20.2199361475701","20.3529620432778","20.5746718694573","21.2841433132316","22.3483504788932","24.0333451578574","25.6296559063498","27.0485987938985","27.5807023767293","28.3345157857396","28.9553032990422","29.8421426037602","30.7467186945725","30.7467186945725","30.8974813763746","29.6204327775807","29.7091167080525","31.4827953174885","32.3696346222065","32.3696346222065","32.3696346222065","33.2564739269244","35.0301525363604","35.0301525363604","35.0301525363604","35.0301525363604","35.0301525363604","35.0301525363604","35.0301525363604","35.0301525363604","35.0301525363604","","",
"Burkina Faso","BFA","Agricultural land (% of land area)","AG.LND.AGRI.ZS","","29.7478070175439","29.7843567251462","29.8209064327485","29.8574561403509","29.8940058479532","29.9342105263158","29.9707602339181","30.0073099415205","30.0511695906433","30.1023391812865","30.0438596491228","30.343567251462","30.6030701754386","30.8954678362573","31.1988304093567","31.3779239766082","31.5606725146199","31.7434210526316","31.9261695906433","32.108918128655","32.2916666666667","32.4744152046784","32.6571637426901","32.8399122807018","33.0226608187134","33.2054093567251","33.406432748538","34.9561403508772","35.0877192982456","34.9963450292398","34.9049707602339","34.8135964912281","34.7222222222222","34.4700292397661","34.5394736842105","34.9049707602339","36.0014619883041","36.4400584795322","36.7909356725146","37.1454678362573","37.5109649122807","37.8691520467836","38.2236842105263","38.6366959064327","39.0460526315789","39.437134502924","39.8062865497076","40.202850877193","40.6140350877193","41.0891812865497","41.7141812865497","42.1747076023392","42.8545321637427","43.3114035087719","43.8084795321637","44.2324561403509","44.6527777777778","45.3691520467836","45.7565789473684","46.1038011695906","46.5643274853801","","",
"Bangladesh","BGD","Agricultural land (% of land area)","AG.LND.AGRI.ZS","","72.827840516248","72.8047937312745","72.827840516248","73.1351309825613","74.0339555965276","74.1338249980794","74.4795267726819","74.2797879695783","74.3258815395252","74.4948912959975","74.4795267726819","76.7534762234002","76.7381117000845","76.7381117000845","76.853345624952","76.807252055005","76.7534762234002","76.7227471767688","76.6920181301375","76.7227471767688","76.6766536068218","76.6536068218484","76.5460551586387","77.2835522777906","77.0300376430821","77.1375893062918","77.7060766689713","80.102942306215","80.2258584927403","79.7879695782438","79.2809403088269","73.3579165706384","72.5666436198817","71.8906045939925","72.0135207805178","71.6524544825997","71.9443804255973","72.4744564799877","72.873934086195","72.2132595836214","72.2363063685949","71.8521932857033","71.6601367442575","71.6217254359684","71.5295382960744","71.2913881846816","71.1838365214719","71.0839671199201","71.0301912883153","70.9917799800261","70.1236844126911","70.0852731044019","71.2760236613659","71.5986786509949","72.4763002227856","73.1136974725359","73.4526388568795","73.9594376584466","75.8392870861182","76.2694937389568","77.3450103710532","","",
"Bulgaria","BGR","Agricultural land (% of land area)","AG.LND.AGRI.ZS","","51.27903823556","51.387507909247","51.4598210250384","52.1739130434783","52.3637349724306","52.4450872276959","52.9964747356052","53.1591792461358","54.4336979119588","54.3252282382717","54.3161890987978","54.4336979119588","54.0721323330019","54.5783241435415","53.828075567206","56.0245864593691","56.0968995751604","56.1420952725301","56.0968995751604","55.8709210883124","55.8528428093645","55.8799602277863","55.8347645304167","55.7895688330471","55.7624514146253","55.7353339962036","55.7353339962036","55.6991774383079","55.7534122751514","55.6720600198861","55.6901382988339","55.6268643225165","55.3285727198771","55.6720600198861","55.7172557172557","55.7172557172557","56.0697821567387","51.0259423302901","51.3332730724035","50.4564765434331","49.6971888276236","48.9430147058824","48.9657074561","49.006987863185","48.4628129602356","47.7768572217619","47.1043182027438","46.9662093729859","46.3338246131172","46.5364775239499","46.8680913780398","47.1904937361828","46.0114222549742","45.8456153279293","46.1670965364775","46.2509211495947","46.3294030950626","46.3338246131172","46.3983050847458","46.4904200442152","46.4867096536478","","",
"Bahrain","BHR","Agricultural land (% of land area)","AG.LND.AGRI.ZS","","14.4927536231884","14.4927536231884","14.4927536231884","14.4927536231884","14.4927536231884","14.4927536231884","14.4927536231884","14.4927536231884","14.4927536231884","14.4927536231884","14.4927536231884","14.4927536231884","14.4927536231884","14.4927536231884","14.4927536231884","14.4927536231884","14.4927536231884","14.4927536231884","14.4927536231884","14.4927536231884","14.4927536231884","14.4927536231884","14.4927536231884","14.4927536231884","14.4927536231884","14.4927536231884","14.4927536231884","14.4927536231884","14.4927536231884","14.4927536231884","14.4927536231884","14.0845070422535","14.0845070422535","14.0845070422535","14.0845070422535","14.0845070422535","14.0845070422535","14.0845070422535","14.0845070422535","13.943661971831","13.7887323943662","13.6478873239437","13.3055555555556","12.986301369863","12.6621621621622","12.527027027027","12.2133333333333","11.9210526315789","11.7763157894737","11.6141732283465","11.3950456323338","11.2207792207792","11.0779220779221","10.9338521400778","10.694087403599","10.5519897304236","10.3974358974359","10.4113110539846","10.3846153846154","10.3184713375796","10.253164556962","","",
"Bahamas, The","BHS","Agricultural land (% of land area)","AG.LND.AGRI.ZS","","0.999000999000999","0.999000999000999","0.999000999000999","0.999000999000999","0.999000999000999","0.999000999000999","0.999000999000999","0.999000999000999","0.999000999000999","0.999000999000999","0.999000999000999","0.999000999000999","0.999000999000999","0.999000999000999","0.999000999000999","1.0989010989011","1.0989010989011","1.0989010989011","1.0989010989011","1.0989010989011","1.0989010989011","1.0989010989011","1.0989010989011","1.0989010989011","1.0989010989011","1.0989010989011","1.0989010989011","1.0989010989011","1.0989010989011","1.0989010989011","1.0989010989011","1.0989010989011","1.0989010989011","0.999000999000999","0.999000999000999","0.999000999000999","0.999000999000999","0.999000999000999","0.999000999000999","1.0989010989011","1.0989010989011","1.0989010989011","1.0989010989011","1.0989010989011","1.0989010989011","1.0989010989011","1.0989010989011","1.0989010989011","1.0989010989011","1.1988011988012","1.2987012987013","1.2987012987013","1.2987012987013","1.2987012987013","1.2987012987013","1.2987012987013","1.2987012987013","1.2987012987013","1.2987012987013","1.2987012987013","1.2987012987013","","",
"Bosnia and Herzegovina","BIH","Agricultural land (% of land area)","AG.LND.AGRI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.96875","42.7734375","42.578125","42.48046875","42.3828125","42.28515625","42.1875","41.11328125","41.6015625","41.5234375","41.46484375","42.36328125","42.37109375","42.12890625","42.16796875","41.97265625","41.6015625","41.5625","41.875","42.01171875","42.109375","42.20703125","42.12890625","42.5","43.14453125","43.515625","43.18359375","43.28125","43.7890625","44.19921875","","",
"Belarus","BLR","Agricultural land (% of land area)","AG.LND.AGRI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.2774974375148","46.1033456223015","46.0670945100011","46.0348601060788","46.0084592859889","45.8751324837938","45.8859433315749","45.7564029876501","45.6105063890204","45.0000985979373","44.4956096021772","44.3039846962421","44.1634001429875","44.1200396385204","44.1489571422939","43.9426124070359","43.9473243240579","43.9974765645792","43.8536830588166","43.7386033216697","43.3516182928452","42.9317720346167","42.4879171121282","42.242016376159","42.0354897826473","41.8448381185095","41.6444969947778","41.3223954869066","40.7971228692482","40.2759300320276","","",
"Belize","BLZ","Agricultural land (% of land area)","AG.LND.AGRI.ZS","","3.46339324857519","3.46339324857519","3.50723366944323","3.50723366944323","3.50723366944323","3.55107409031127","3.55107409031127","3.55107409031127","3.59491451117931","3.59491451117931","3.63875493204735","3.63875493204735","3.68259535291539","3.68259535291539","3.72643577378343","3.72643577378343","3.77027619465147","4.07715914072775","4.12099956159579","4.20868040333187","4.25252082419991","4.25252082419991","4.25252082419991","4.25252082419991","4.42788250767207","4.51556334940815","4.91012713722052","5.04164839982464","5.26085050416484","5.52389302937308","5.69925471284524","5.96229723805348","6.26918018412977","6.26918018412977","6.40070144673389","6.44454186760193","6.48838228846997","6.48838228846997","6.57606313020605","6.53222270933801","6.53222270933801","6.66374397194213","6.66374397194213","6.66374397194213","6.66374397194213","6.66374397194213","6.66374397194213","6.66374397194213","6.79526523454625","6.88294607628233","6.88294607628233","7.01446733888645","7.01446733888645","7.01446733888645","7.45287154756686","7.45287154756686","7.54055238930294","7.54055238930294","7.62823323103902","7.89127575624726","7.97895659798334","","",
"Bermuda","BMU","Agricultural land (% of land area)","AG.LND.AGRI.ZS","","7.40740740740741","5.55555555555556","5.55555555555556","7.40740740740741","7.40740740740741","7.40740740740741","7.40740740740741","5.55555555555556","5.55555555555556","5.55555555555556","5.55555555555556","5.55555555555556","5.55555555555556","5.55555555555556","5.55555555555556","5.55555555555556","5.55555555555556","5.55555555555556","5.55555555555556","5.55555555555556","5.55555555555556","5.55555555555556","5.55555555555556","5.55555555555556","5.55555555555556","5.55555555555556","5.55555555555556","5.55555555555556","5.55555555555556","5.55555555555556","5.55555555555556","5.55555555555556","5.55555555555556","5.55555555555556","7.40740740740741","7.40740740740741","7.40740740740741","7.40740740740741","7.40740740740741","7.40740740740741","7.40740740740741","7.40740740740741","7.40740740740741","7.40740740740741","7.40740740740741","7.40740740740741","7.40740740740741","5.55555555555556","5.55555555555556","5.55555555555556","5.55555555555556","5.55555555555556","5.55555555555556","5.55555555555556","5.55555555555556","5.55555555555556","5.55555555555556","5.55555555555556","5.55555555555556","5.55555555555556","5.55555555555556","","",
